project,organism,file_source,project_home,project_type,n_samples
SRP091957,human,sra,data_sources/sra,data_sources,25
SRP189657,human,sra,data_sources/sra,data_sources,288
SRP081057,human,sra,data_sources/sra,data_sources,6
SRP059057,human,sra,data_sources/sra,data_sources,74
SRP119657,human,sra,data_sources/sra,data_sources,20
SRP107257,human,sra,data_sources/sra,data_sources,9
SRP134757,human,sra,data_sources/sra,data_sources,5
SRP170957,human,sra,data_sources/sra,data_sources,40
ERP109857,human,sra,data_sources/sra,data_sources,37
SRP095357,human,sra,data_sources/sra,data_sources,8
SRP113157,human,sra,data_sources/sra,data_sources,3
SRP152557,human,sra,data_sources/sra,data_sources,27
ERP109257,human,sra,data_sources/sra,data_sources,7
SRP075357,human,sra,data_sources/sra,data_sources,9
SRP156757,human,sra,data_sources/sra,data_sources,93
SRP186857,human,sra,data_sources/sra,data_sources,10
SRP034657,human,sra,data_sources/sra,data_sources,2
SRP167257,human,sra,data_sources/sra,data_sources,5
SRP059957,human,sra,data_sources/sra,data_sources,8
SRP133757,human,sra,data_sources/sra,data_sources,4
SRP162057,human,sra,data_sources/sra,data_sources,8
SRP099457,human,sra,data_sources/sra,data_sources,24
SRP096357,human,sra,data_sources/sra,data_sources,5
SRP100857,human,sra,data_sources/sra,data_sources,12
SRP119557,human,sra,data_sources/sra,data_sources,24
SRP059357,human,sra,data_sources/sra,data_sources,8
SRP218257,human,sra,data_sources/sra,data_sources,6
SRP065157,human,sra,data_sources/sra,data_sources,11
SRP116257,human,sra,data_sources/sra,data_sources,10
SRP162492,human,sra,data_sources/sra,data_sources,88
SRP134092,human,sra,data_sources/sra,data_sources,4
SRP108292,human,sra,data_sources/sra,data_sources,48
SRP175492,human,sra,data_sources/sra,data_sources,5
SRP114792,human,sra,data_sources/sra,data_sources,27
SRP132992,human,sra,data_sources/sra,data_sources,50
SRP082692,human,sra,data_sources/sra,data_sources,18
SRP109292,human,sra,data_sources/sra,data_sources,6
SRP125992,human,sra,data_sources/sra,data_sources,14
SRP097792,human,sra,data_sources/sra,data_sources,9
SRP113492,human,sra,data_sources/sra,data_sources,79
ERP113092,human,sra,data_sources/sra,data_sources,30
SRP118092,human,sra,data_sources/sra,data_sources,20
SRP049592,human,sra,data_sources/sra,data_sources,35
SRP050892,human,sra,data_sources/sra,data_sources,303
ERP008492,human,sra,data_sources/sra,data_sources,11
SRP068292,human,sra,data_sources/sra,data_sources,17
SRP059692,human,sra,data_sources/sra,data_sources,12
SRP134192,human,sra,data_sources/sra,data_sources,46
SRP072492,human,sra,data_sources/sra,data_sources,51
SRP142292,human,sra,data_sources/sra,data_sources,6
SRP109992,human,sra,data_sources/sra,data_sources,72
SRP151292,human,sra,data_sources/sra,data_sources,681
SRP136292,human,sra,data_sources/sra,data_sources,12
SRP068092,human,sra,data_sources/sra,data_sources,8
SRP078392,human,sra,data_sources/sra,data_sources,2
SRP075592,human,sra,data_sources/sra,data_sources,63
SRP153992,human,sra,data_sources/sra,data_sources,6
SRP131192,human,sra,data_sources/sra,data_sources,14
SRP131092,human,sra,data_sources/sra,data_sources,12
SRP040292,human,sra,data_sources/sra,data_sources,1
ERP000992,human,sra,data_sources/sra,data_sources,18
SRP075492,human,sra,data_sources/sra,data_sources,1
SRP106792,human,sra,data_sources/sra,data_sources,15
SRP055392,human,sra,data_sources/sra,data_sources,6
SRP068192,human,sra,data_sources/sra,data_sources,12
SRP201992,human,sra,data_sources/sra,data_sources,16
SRP136392,human,sra,data_sources/sra,data_sources,9
SRP029592,human,sra,data_sources/sra,data_sources,10
ERP015292,human,sra,data_sources/sra,data_sources,4
SRP119392,human,sra,data_sources/sra,data_sources,6
SRP047192,human,sra,data_sources/sra,data_sources,60
SRP110792,human,sra,data_sources/sra,data_sources,131
SRP160392,human,sra,data_sources/sra,data_sources,12
SRP142592,human,sra,data_sources/sra,data_sources,6
SRP061192,human,sra,data_sources/sra,data_sources,18
SRP198492,human,sra,data_sources/sra,data_sources,1
SRP011192,human,sra,data_sources/sra,data_sources,4
ERP008992,human,sra,data_sources/sra,data_sources,9
ERP004592,human,sra,data_sources/sra,data_sources,23
SRP125592,human,sra,data_sources/sra,data_sources,8
SRP149092,human,sra,data_sources/sra,data_sources,6
SRP158392,human,sra,data_sources/sra,data_sources,9
SRP139092,human,sra,data_sources/sra,data_sources,12
SRP166092,human,sra,data_sources/sra,data_sources,16
SRP105292,human,sra,data_sources/sra,data_sources,24
SRP115192,human,sra,data_sources/sra,data_sources,27
SRP040692,human,sra,data_sources/sra,data_sources,3
SRP133592,human,sra,data_sources/sra,data_sources,15
ERP009992,human,sra,data_sources/sra,data_sources,24
SRP102092,human,sra,data_sources/sra,data_sources,6
SRP034592,human,sra,data_sources/sra,data_sources,10
SRP067392,human,sra,data_sources/sra,data_sources,3
SRP045592,human,sra,data_sources/sra,data_sources,12
SRP056792,human,sra,data_sources/sra,data_sources,11
SRP091992,human,sra,data_sources/sra,data_sources,9
SRP066992,human,sra,data_sources/sra,data_sources,6
SRP140592,human,sra,data_sources/sra,data_sources,6
SRP020492,human,sra,data_sources/sra,data_sources,55
SRP061292,human,sra,data_sources/sra,data_sources,6
SRP097892,human,sra,data_sources/sra,data_sources,8
SRP185892,human,sra,data_sources/sra,data_sources,9
SRP223892,human,sra,data_sources/sra,data_sources,16
SRP067192,human,sra,data_sources/sra,data_sources,9
SRP080292,human,sra,data_sources/sra,data_sources,53
SRP096892,human,sra,data_sources/sra,data_sources,6
SRP029992,human,sra,data_sources/sra,data_sources,5
SRP192392,human,sra,data_sources/sra,data_sources,9
SRP109692,human,sra,data_sources/sra,data_sources,22
SRP181192,human,sra,data_sources/sra,data_sources,6
SRP132792,human,sra,data_sources/sra,data_sources,19
SRP148892,human,sra,data_sources/sra,data_sources,24
SRP186292,human,sra,data_sources/sra,data_sources,6
SRP045898,human,sra,data_sources/sra,data_sources,6
SRP102798,human,sra,data_sources/sra,data_sources,6
SRP125998,human,sra,data_sources/sra,data_sources,48
SRP132998,human,sra,data_sources/sra,data_sources,6
SRP044298,human,sra,data_sources/sra,data_sources,10
SRP057098,human,sra,data_sources/sra,data_sources,15
SRP174498,human,sra,data_sources/sra,data_sources,6
SRP083698,human,sra,data_sources/sra,data_sources,2
SRP056098,human,sra,data_sources/sra,data_sources,8
SRP134098,human,sra,data_sources/sra,data_sources,4
SRP144098,human,sra,data_sources/sra,data_sources,6
SRP096798,human,sra,data_sources/sra,data_sources,9
SRP033098,human,sra,data_sources/sra,data_sources,10
SRP101798,human,sra,data_sources/sra,data_sources,3
SRP132298,human,sra,data_sources/sra,data_sources,10
SRP213298,human,sra,data_sources/sra,data_sources,6
ERP004298,human,sra,data_sources/sra,data_sources,4
SRP058698,human,sra,data_sources/sra,data_sources,9
SRP052998,human,sra,data_sources/sra,data_sources,20
SRP039598,human,sra,data_sources/sra,data_sources,8
SRP131198,human,sra,data_sources/sra,data_sources,18
SRP189898,human,sra,data_sources/sra,data_sources,17
SRP007498,human,sra,data_sources/sra,data_sources,9
SRP074598,human,sra,data_sources/sra,data_sources,99
SRP040998,human,sra,data_sources/sra,data_sources,35
SRP087798,human,sra,data_sources/sra,data_sources,2
SRP072698,human,sra,data_sources/sra,data_sources,2
SRP078998,human,sra,data_sources/sra,data_sources,2
SRP050198,human,sra,data_sources/sra,data_sources,2
SRP041298,human,sra,data_sources/sra,data_sources,48
SRP122898,human,sra,data_sources/sra,data_sources,16
SRP182698,human,sra,data_sources/sra,data_sources,6
ERP106298,human,sra,data_sources/sra,data_sources,4
SRP115598,human,sra,data_sources/sra,data_sources,18
SRP060598,human,sra,data_sources/sra,data_sources,6
SRP053098,human,sra,data_sources/sra,data_sources,4
SRP128998,human,sra,data_sources/sra,data_sources,12
SRP194298,human,sra,data_sources/sra,data_sources,9
SRP032798,human,sra,data_sources/sra,data_sources,16
SRP133598,human,sra,data_sources/sra,data_sources,18
SRP012098,human,sra,data_sources/sra,data_sources,8
ERP016798,human,sra,data_sources/sra,data_sources,63
SRP108498,human,sra,data_sources/sra,data_sources,4
SRP218098,human,sra,data_sources/sra,data_sources,48
SRP125598,human,sra,data_sources/sra,data_sources,6
SRP090298,human,sra,data_sources/sra,data_sources,94
SRP072398,human,sra,data_sources/sra,data_sources,3
SRP091998,human,sra,data_sources/sra,data_sources,13
ERP013498,human,sra,data_sources/sra,data_sources,102
SRP153798,human,sra,data_sources/sra,data_sources,3
SRP136698,human,sra,data_sources/sra,data_sources,8
SRP074198,human,sra,data_sources/sra,data_sources,61
ERP104698,human,sra,data_sources/sra,data_sources,20
SRP135798,human,sra,data_sources/sra,data_sources,8
SRP019498,human,sra,data_sources/sra,data_sources,3
SRP058098,human,sra,data_sources/sra,data_sources,4
SRP128898,human,sra,data_sources/sra,data_sources,39
ERP113498,human,sra,data_sources/sra,data_sources,39
SRP188498,human,sra,data_sources/sra,data_sources,4
SRP071198,human,sra,data_sources/sra,data_sources,6
SRP063998,human,sra,data_sources/sra,data_sources,50
SRP101998,human,sra,data_sources/sra,data_sources,12
SRP179798,human,sra,data_sources/sra,data_sources,14
SRP075398,human,sra,data_sources/sra,data_sources,18
SRP116398,human,sra,data_sources/sra,data_sources,12
SRP033498,human,sra,data_sources/sra,data_sources,8
SRP077998,human,sra,data_sources/sra,data_sources,16
SRP101298,human,sra,data_sources/sra,data_sources,8
SRP052698,human,sra,data_sources/sra,data_sources,2
SRP070098,human,sra,data_sources/sra,data_sources,6
ERP024098,human,sra,data_sources/sra,data_sources,3
SRP107198,human,sra,data_sources/sra,data_sources,198
SRP074298,human,sra,data_sources/sra,data_sources,26
SRP056498,human,sra,data_sources/sra,data_sources,40
SRP182098,human,sra,data_sources/sra,data_sources,8
SRP187898,human,sra,data_sources/sra,data_sources,60
SRP096998,human,sra,data_sources/sra,data_sources,4
SRP181198,human,sra,data_sources/sra,data_sources,12
SRP173998,human,sra,data_sources/sra,data_sources,14
SRP062298,human,sra,data_sources/sra,data_sources,48
SRP166898,human,sra,data_sources/sra,data_sources,222
SRP163098,human,sra,data_sources/sra,data_sources,1
ERP021298,human,sra,data_sources/sra,data_sources,28
SRP131776,human,sra,data_sources/sra,data_sources,4
SRP120476,human,sra,data_sources/sra,data_sources,6
SRP032476,human,sra,data_sources/sra,data_sources,14
SRP156776,human,sra,data_sources/sra,data_sources,24
SRP075376,human,sra,data_sources/sra,data_sources,12
SRP080876,human,sra,data_sources/sra,data_sources,4
SRP219876,human,sra,data_sources/sra,data_sources,140
SRP189576,human,sra,data_sources/sra,data_sources,6
SRP075876,human,sra,data_sources/sra,data_sources,9
SRP031476,human,sra,data_sources/sra,data_sources,38
SRP072176,human,sra,data_sources/sra,data_sources,46
SRP107176,human,sra,data_sources/sra,data_sources,36
SRP065176,human,sra,data_sources/sra,data_sources,4
SRP105076,human,sra,data_sources/sra,data_sources,4
DRP004576,human,sra,data_sources/sra,data_sources,2
SRP093176,human,sra,data_sources/sra,data_sources,6
SRP161176,human,sra,data_sources/sra,data_sources,6
SRP067876,human,sra,data_sources/sra,data_sources,6
SRP118776,human,sra,data_sources/sra,data_sources,6
SRP135676,human,sra,data_sources/sra,data_sources,8
SRP137776,human,sra,data_sources/sra,data_sources,14
SRP066276,human,sra,data_sources/sra,data_sources,6
SRP079676,human,sra,data_sources/sra,data_sources,18
SRP076176,human,sra,data_sources/sra,data_sources,15
SRP067276,human,sra,data_sources/sra,data_sources,13
SRP059176,human,sra,data_sources/sra,data_sources,6
SRP119776,human,sra,data_sources/sra,data_sources,96
SRP071876,human,sra,data_sources/sra,data_sources,15
SRP074076,human,sra,data_sources/sra,data_sources,12
SRP050576,human,sra,data_sources/sra,data_sources,7
SRP099676,human,sra,data_sources/sra,data_sources,39
SRP031776,human,sra,data_sources/sra,data_sources,20
SRP047476,human,sra,data_sources/sra,data_sources,72
SRP119676,human,sra,data_sources/sra,data_sources,62
SRP090376,human,sra,data_sources/sra,data_sources,4
SRP077076,human,sra,data_sources/sra,data_sources,1
SRP115076,human,sra,data_sources/sra,data_sources,6
SRP190176,human,sra,data_sources/sra,data_sources,4
SRP049376,human,sra,data_sources/sra,data_sources,2
SRP128876,human,sra,data_sources/sra,data_sources,9
SRP003276,human,sra,data_sources/sra,data_sources,2
SRP117576,human,sra,data_sources/sra,data_sources,6
SRP148576,human,sra,data_sources/sra,data_sources,8
SRP219576,human,sra,data_sources/sra,data_sources,3
SRP058476,human,sra,data_sources/sra,data_sources,4
SRP049776,human,sra,data_sources/sra,data_sources,10
ERP014376,human,sra,data_sources/sra,data_sources,3
SRP115476,human,sra,data_sources/sra,data_sources,16
SRP091776,human,sra,data_sources/sra,data_sources,24
DRP005276,human,sra,data_sources/sra,data_sources,103
SRP182776,human,sra,data_sources/sra,data_sources,18
ERP020576,human,sra,data_sources/sra,data_sources,154
SRP033276,human,sra,data_sources/sra,data_sources,13
SRP078976,human,sra,data_sources/sra,data_sources,4
SRP070776,human,sra,data_sources/sra,data_sources,28
ERP110376,human,sra,data_sources/sra,data_sources,24
ERP104876,human,sra,data_sources/sra,data_sources,12
SRP008976,human,sra,data_sources/sra,data_sources,25
SRP186476,human,sra,data_sources/sra,data_sources,6
SRP121376,human,sra,data_sources/sra,data_sources,10
SRP096576,human,sra,data_sources/sra,data_sources,48
ERP106876,human,sra,data_sources/sra,data_sources,45
SRP074476,human,sra,data_sources/sra,data_sources,10
SRP158776,human,sra,data_sources/sra,data_sources,2
SRP009276,human,sra,data_sources/sra,data_sources,10
ERP107276,human,sra,data_sources/sra,data_sources,6
SRP122876,human,sra,data_sources/sra,data_sources,14
ERP109576,human,sra,data_sources/sra,data_sources,6
SRP055376,human,sra,data_sources/sra,data_sources,6
SRP115576,human,sra,data_sources/sra,data_sources,8
SRP161776,human,sra,data_sources/sra,data_sources,12
SRP120376,human,sra,data_sources/sra,data_sources,57
SRP161576,human,sra,data_sources/sra,data_sources,3
SRP045876,human,sra,data_sources/sra,data_sources,6
SRP155976,human,sra,data_sources/sra,data_sources,190
SRP068976,human,sra,data_sources/sra,data_sources,99
SRP046376,human,sra,data_sources/sra,data_sources,18
SRP219676,human,sra,data_sources/sra,data_sources,2
SRP082676,human,sra,data_sources/sra,data_sources,6
SRP156276,human,sra,data_sources/sra,data_sources,108
SRP055176,human,sra,data_sources/sra,data_sources,12
SRP022876,human,sra,data_sources/sra,data_sources,6
SRP114776,human,sra,data_sources/sra,data_sources,4
SRP045276,human,sra,data_sources/sra,data_sources,2
SRP144076,human,sra,data_sources/sra,data_sources,6
SRP056076,human,sra,data_sources/sra,data_sources,5
SRP035276,human,sra,data_sources/sra,data_sources,12
SRP050376,human,sra,data_sources/sra,data_sources,11
SRP069976,human,sra,data_sources/sra,data_sources,41
SRP061776,human,sra,data_sources/sra,data_sources,6
ERP005876,human,sra,data_sources/sra,data_sources,12
SRP087576,human,sra,data_sources/sra,data_sources,70
SRP130376,human,sra,data_sources/sra,data_sources,3
SRP006676,human,sra,data_sources/sra,data_sources,8
SRP144176,human,sra,data_sources/sra,data_sources,6
SRP169076,human,sra,data_sources/sra,data_sources,6
SRP154276,human,sra,data_sources/sra,data_sources,4
SRP127976,human,sra,data_sources/sra,data_sources,6
SRP157976,human,sra,data_sources/sra,data_sources,6
SRP132701,human,sra,data_sources/sra,data_sources,868
SRP072101,human,sra,data_sources/sra,data_sources,4
SRP115901,human,sra,data_sources/sra,data_sources,18
SRP160101,human,sra,data_sources/sra,data_sources,6
SRP169501,human,sra,data_sources/sra,data_sources,8
SRP119501,human,sra,data_sources/sra,data_sources,6
SRP125701,human,sra,data_sources/sra,data_sources,3
ERP105501,human,sra,data_sources/sra,data_sources,75
SRP034601,human,sra,data_sources/sra,data_sources,9
SRP104001,human,sra,data_sources/sra,data_sources,4
SRP028301,human,sra,data_sources/sra,data_sources,63
SRP030401,human,sra,data_sources/sra,data_sources,27
SRP120501,human,sra,data_sources/sra,data_sources,6
SRP114901,human,sra,data_sources/sra,data_sources,10
SRP076801,human,sra,data_sources/sra,data_sources,24
SRP116901,human,sra,data_sources/sra,data_sources,16
SRP061801,human,sra,data_sources/sra,data_sources,111
SRP124601,human,sra,data_sources/sra,data_sources,8
SRP038101,human,sra,data_sources/sra,data_sources,6
SRP096201,human,sra,data_sources/sra,data_sources,108
SRP002001,human,sra,data_sources/sra,data_sources,1
SRP031501,human,sra,data_sources/sra,data_sources,5
SRP033401,human,sra,data_sources/sra,data_sources,4
SRP079701,human,sra,data_sources/sra,data_sources,9
SRP045501,human,sra,data_sources/sra,data_sources,16
SRP167101,human,sra,data_sources/sra,data_sources,16
SRP051401,human,sra,data_sources/sra,data_sources,12
SRP133401,human,sra,data_sources/sra,data_sources,21
